,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes
70275,0,0,1,1,1,33,641,5,5,5,0
70276,0,0,1,2,0,48,337,5,2,5,0
70277,0,1,1,2,0,27,867,5,4,5,10
70278,0,0,0,2,1,42,585,3,5,3,1
70279,0,1,1,1,0,36,1773,3,5,3,0
70280,0,0,1,1,1,57,3524,4,4,3,43
70281,1,0,1,1,1,51,1912,3,3,4,31
70282,0,0,1,1,1,44,1514,4,4,3,0
70283,1,0,0,2,0,14,1076,3,4,3,0
70284,0,0,0,2,0,8,201,3,4,3,0
70285,0,1,1,1,1,23,937,5,5,5,25
70286,0,0,1,1,1,57,3702,1,1,5,6
70287,0,0,1,1,1,59,1670,5,5,4,0
70288,0,0,1,1,1,49,746,4,4,4,0
70289,1,0,0,0,0,19,325,3,5,3,0
70290,1,0,1,0,1,42,421,5,5,4,31
70291,0,0,1,1,1,23,954,4,3,4,0
70292,1,0,0,0,0,26,358,5,4,5,0
70293,1,1,1,2,0,23,1020,2,1,2,98
70295,0,0,1,2,0,47,1726,1,3,1,0
70296,0,0,1,2,1,50,925,2,1,2,2
70297,1,0,1,1,1,60,3131,5,5,5,0
70298,0,0,0,0,0,11,1083,3,3,3,0
70299,0,0,1,1,1,35,2772,4,4,5,0
70300,1,0,0,2,0,34,643,1,4,1,18
70301,1,0,0,2,0,10,599,1,3,1,0
70302,1,1,1,1,1,20,562,4,5,4,0
70303,1,0,0,2,0,52,937,1,1,3,10
70304,1,0,0,0,0,24,834,3,4,3,0
70305,1,0,1,1,0,24,2919,5,3,5,33
70306,0,0,0,0,0,34,432,4,3,4,25
70307,1,0,0,2,0,48,868,3,3,4,0
70308,1,0,0,0,0,50,147,2,2,5,0
70309,0,0,1,1,1,62,421,4,4,3,1
70310,0,0,1,2,0,51,545,1,4,1,0
70311,1,1,1,1,0,25,333,2,5,2,0
70312,1,0,0,0,0,19,455,3,4,3,10
70313,0,1,1,1,1,37,534,2,4,2,12
70314,0,0,1,0,1,46,73,5,3,5,0
70315,1,0,1,1,0,30,451,4,4,4,0
70316,0,0,1,2,0,47,120,2,3,2,0
70317,1,0,1,1,1,59,1590,5,5,3,2
70318,0,0,1,0,0,27,862,3,3,3,0
70319,1,1,1,1,1,38,530,5,4,5,0
70321,1,1,1,1,1,29,1188,5,5,5,0
70322,1,0,1,1,1,41,1779,3,3,4,0
70323,0,0,1,0,1,41,143,4,1,4,1
70324,1,0,1,1,1,50,3623,4,4,3,0
70325,1,1,1,2,0,36,239,4,1,4,0
70326,0,0,1,2,1,31,1535,5,1,5,0
70327,1,0,0,2,1,17,129,4,5,4,0
70328,0,0,0,2,0,50,764,4,5,4,19
70329,1,1,1,2,0,46,2457,2,3,2,0
70330,0,0,0,2,0,43,964,3,5,3,1
70331,1,0,1,2,0,39,246,3,3,3,0
70332,0,0,1,2,1,35,268,5,3,5,0
70333,1,0,0,2,0,67,1589,4,4,4,0
70334,0,0,1,1,1,47,657,4,4,3,0
70335,1,0,1,1,1,43,3487,4,4,3,1
70336,1,0,0,0,0,22,1773,1,4,1,114
70337,0,0,0,2,0,53,442,4,5,4,0
70338,0,0,1,1,1,56,356,5,5,4,0
70339,0,0,1,1,1,45,2358,4,1,3,0
70340,0,0,1,1,0,40,869,1,1,3,1
70341,1,0,1,1,1,44,3664,4,4,4,0
70342,1,0,0,2,0,57,1448,5,5,4,5
70343,0,0,1,1,1,44,682,4,4,5,30
70344,0,0,1,1,1,53,2878,4,4,3,0
70345,0,0,0,2,1,32,366,3,4,3,4
70346,1,0,1,1,1,48,1009,4,4,3,0
70347,1,0,0,0,0,24,196,2,3,2,0
70348,0,0,1,1,0,34,3131,3,3,1,0
70349,0,0,1,1,1,54,841,4,4,3,0
70350,1,1,1,1,0,42,849,5,5,5,19
70351,1,0,1,1,1,33,1912,5,5,3,29
70352,1,0,0,2,0,44,2611,4,3,5,0
70353,0,0,0,2,0,8,484,1,4,1,0
70354,0,0,1,2,1,61,331,4,1,4,0
70355,1,0,1,1,1,59,281,5,5,5,77
70356,1,1,1,1,0,26,1306,5,4,5,0
70357,1,0,1,2,0,48,581,3,3,2,0
70358,0,0,1,1,1,60,2919,4,4,3,5
70359,0,0,1,1,1,42,1448,5,5,2,0
70360,0,0,1,1,1,40,1535,5,5,5,0
70361,1,0,1,1,1,41,294,4,4,3,24
70362,0,0,1,1,0,43,3252,2,4,2,308
70363,0,0,1,1,1,25,1899,3,5,3,35
70364,0,1,1,2,0,22,239,2,3,2,3
70365,0,0,0,2,0,38,152,5,4,5,0
70366,0,0,1,1,1,28,1452,5,4,5,12
70367,1,0,1,1,0,47,2660,3,3,3,0
70368,1,0,0,0,0,35,459,3,5,3,0
70369,1,0,1,1,1,29,235,5,5,5,3
70370,1,0,1,1,1,39,3032,4,4,5,53
70371,0,0,1,1,1,23,1045,5,4,5,0
70372,1,0,1,2,0,53,1076,1,1,3,45
70373,0,0,1,1,1,23,1605,5,4,5,36
70374,1,0,0,2,0,68,607,3,3,5,0
70375,0,0,1,1,0,47,157,2,3,2,0
70376,1,0,0,2,0,44,1448,5,5,2,0
70377,1,1,1,1,0,39,1183,4,4,4,0
70378,0,0,0,2,0,37,1488,2,4,2,0
70379,1,1,0,2,0,26,650,2,2,2,0
70380,0,0,1,1,1,48,356,5,5,4,0
70381,0,0,1,2,0,33,89,3,3,3,0
70382,1,0,1,1,0,41,2496,2,4,2,0
70383,1,1,1,2,0,24,930,3,4,3,1
70384,0,0,1,2,1,27,2496,5,1,4,9
70385,1,0,0,2,0,67,239,4,2,1,8
70386,1,0,0,2,0,30,226,4,5,4,4
70387,1,1,1,1,0,39,430,2,5,2,9
70388,0,0,1,1,1,48,1751,4,4,3,34
70389,1,0,0,1,0,62,888,3,3,4,3
70390,1,0,1,1,1,42,1912,3,3,4,34
70391,0,0,0,2,0,57,1050,4,4,4,55
70392,1,0,1,1,1,45,3832,5,5,4,56
70393,0,0,1,1,0,49,1562,1,1,3,59
70394,0,0,1,2,0,51,200,2,3,2,8
70395,1,0,0,2,0,43,640,1,1,3,17
70396,0,1,1,1,0,36,329,5,5,5,77
70397,1,0,0,2,0,29,399,4,4,4,47
70398,1,0,1,1,0,24,2125,1,2,1,1
70399,1,0,0,2,0,35,319,3,4,3,55
70400,1,1,1,2,0,11,986,4,5,4,0
70401,0,0,0,1,1,9,569,1,3,1,0
70402,1,1,1,2,0,22,994,5,4,5,0
70403,1,0,0,2,0,42,258,4,4,5,0
70404,0,0,1,2,0,49,523,2,3,2,0
70405,0,1,1,2,0,22,954,3,3,3,4
70406,1,1,1,2,0,22,501,3,5,3,0
70407,1,0,1,2,1,53,216,4,4,4,0
70408,1,0,1,1,1,25,1742,4,5,4,0
70409,1,0,1,1,0,33,3135,1,1,4,7
70410,1,0,0,2,0,63,1517,3,3,5,20
70411,1,0,1,1,1,41,2849,3,4,2,0
70412,1,0,0,1,0,22,1076,5,4,5,9
70413,0,0,0,2,0,38,390,4,2,4,0
70414,1,0,0,2,0,39,366,2,2,2,2
70415,1,0,1,1,1,19,1941,5,1,5,0
70416,1,0,1,2,1,42,620,4,4,2,0
70417,1,1,1,1,0,25,361,5,5,5,19
70418,0,0,1,1,1,38,2588,5,1,1,0
70419,1,1,1,1,0,48,309,5,4,5,0
70420,1,0,1,1,0,46,2235,3,3,4,8
70421,0,0,1,1,1,53,2044,5,5,4,0
70422,0,1,1,2,0,24,372,3,5,3,0
70423,0,0,0,2,0,12,226,3,4,3,10
70424,1,0,1,2,0,26,1846,1,2,1,10
70425,0,0,0,2,0,35,391,1,2,1,0
70426,0,0,1,1,1,32,363,4,4,4,0
70427,1,0,1,2,1,39,325,2,1,2,117
70428,1,0,0,2,0,36,669,5,3,5,8
70429,1,0,1,1,1,33,1535,4,4,4,5
70430,1,1,1,1,1,48,290,4,5,4,123
70431,1,1,1,0,0,21,350,1,4,1,0
70432,0,0,0,2,0,26,337,1,3,1,0
70433,0,0,1,1,1,39,425,4,4,3,0
70434,1,0,0,2,0,11,296,2,4,2,0
70435,0,0,0,1,0,35,1334,5,5,5,2
70436,1,1,1,1,1,40,363,4,3,4,115
70437,1,0,1,1,1,37,3070,5,5,3,0
70438,0,0,1,1,1,31,484,4,4,4,33
70439,0,0,0,0,0,63,281,5,3,5,1
70440,1,0,1,1,1,28,618,4,5,4,107
70441,0,0,1,2,1,58,503,5,2,5,2
70442,0,0,1,0,0,30,184,1,4,1,0
70443,1,1,1,0,0,22,697,2,4,2,32
70444,1,0,1,0,0,39,126,2,1,2,0
70445,0,1,1,1,1,45,370,5,4,5,0
70446,1,1,1,1,0,37,731,3,4,3,0
70447,1,0,1,1,1,22,2151,4,5,4,0
70448,0,0,1,2,1,26,984,3,4,3,9
70449,1,0,0,2,0,8,666,2,4,2,0
70450,1,0,0,2,0,67,239,2,2,4,7
70451,0,0,1,1,1,40,2386,5,5,5,18
70452,0,0,1,1,1,16,370,5,4,5,0
70453,0,0,1,2,0,40,1440,2,4,2,24
70454,1,0,0,2,0,7,408,4,2,4,0
70455,0,0,1,1,1,73,2408,4,5,1,0
70456,0,0,1,2,1,40,185,5,4,5,22
70457,0,0,1,2,0,38,108,2,4,2,0
70458,1,0,0,2,0,53,954,3,3,3,0
70459,1,0,1,1,1,37,1514,4,4,5,43
70460,1,0,0,2,0,29,238,2,3,2,0
70461,0,0,1,1,1,60,611,5,4,4,122
70462,1,0,1,1,1,53,3739,4,4,4,23
70463,0,1,1,2,0,15,208,2,4,2,0
70464,1,0,1,1,1,46,2163,5,5,3,0
70465,0,0,1,2,0,47,528,3,4,3,0
70466,1,0,1,1,1,41,1791,3,3,3,0
70467,1,0,1,1,1,41,1940,4,4,4,9
70468,1,0,1,1,1,56,2078,4,4,5,106
70469,0,1,1,2,0,24,224,5,4,5,9
70470,1,1,1,1,0,40,944,4,4,4,0
70471,0,1,1,2,0,20,770,1,5,1,0
70472,1,0,0,1,0,15,647,5,3,5,3
70473,0,0,1,1,1,44,404,4,4,5,55
70474,0,0,0,2,0,43,308,1,5,1,0
70475,1,0,0,0,1,69,551,5,5,1,4
70476,0,0,0,2,0,17,680,4,4,4,11
70477,1,1,1,1,0,35,2586,3,5,4,72
70478,1,0,1,1,1,42,236,5,5,3,0
70479,1,0,1,1,1,72,366,5,5,4,0
70480,0,0,1,0,0,61,223,3,4,3,23
70481,1,0,1,1,1,25,946,2,4,2,0
70482,1,0,1,1,1,42,1576,3,3,4,0
70483,0,0,1,2,0,62,189,3,3,3,0
70484,1,0,1,2,0,44,480,3,3,1,0
70485,0,0,0,2,0,11,1046,5,2,5,22
70486,1,0,0,2,0,48,1814,3,3,4,0
70487,0,1,1,1,1,27,762,1,5,1,24
70488,1,0,1,1,1,46,1584,4,4,3,0
70489,0,0,0,2,0,23,297,5,5,5,31
70490,0,0,1,1,1,56,1701,2,2,4,0
70491,1,0,1,2,1,26,1399,5,3,5,0
70492,0,0,1,1,1,49,1846,3,3,3,24
70493,0,0,1,1,1,38,628,1,3,3,210
70494,0,1,1,2,0,26,1020,4,4,4,258
70495,0,0,0,2,0,50,964,2,4,2,0
70496,0,0,0,2,1,55,159,3,5,3,0
70497,1,0,0,2,0,24,677,1,5,1,68
70498,1,0,0,2,0,30,406,1,4,1,0
70499,1,1,1,1,0,42,946,1,5,1,0
70500,1,1,1,1,1,49,226,3,5,3,4
70501,1,0,1,0,0,48,992,4,4,1,6
70502,1,0,0,0,1,21,134,1,3,1,0
70503,0,0,0,2,0,15,302,3,4,3,16
70504,1,0,1,1,1,47,3577,4,4,5,0
70505,1,0,0,2,0,17,481,2,5,2,0
70506,1,0,1,1,1,43,373,4,4,3,31
70507,0,0,0,2,0,17,2486,1,4,1,15
70508,0,0,0,2,0,42,486,5,2,5,83
70509,0,1,1,1,1,30,781,5,5,5,0
70510,0,0,1,1,0,47,1728,1,1,4,0
70511,0,0,1,0,0,23,689,3,2,3,0
70512,0,0,0,2,0,64,280,3,5,3,0
70513,1,0,1,1,0,46,296,2,2,2,95
70514,1,0,0,2,0,46,397,2,2,4,0
70515,0,1,1,2,0,26,562,2,2,2,0
70516,0,0,1,1,1,53,255,5,5,3,0
70517,1,0,0,2,0,52,369,4,4,2,0
70518,1,0,0,2,0,24,628,2,4,2,0
70519,1,0,1,1,1,27,2717,4,5,4,0
70520,0,1,1,2,0,25,948,4,3,4,0
70521,0,0,0,2,0,57,551,5,2,5,0
70522,1,1,0,2,0,15,1235,5,3,5,0
70523,0,0,1,1,1,48,306,5,5,4,187
70524,0,0,1,1,1,53,2304,4,4,4,13
70525,1,1,1,2,0,20,526,2,3,2,0
70526,0,1,1,2,0,19,2248,1,3,1,0
70527,1,0,1,1,0,36,282,4,4,1,9
70528,1,0,0,2,0,36,874,5,2,5,47
70529,0,0,1,1,1,42,3148,5,5,3,0
70530,1,0,1,2,1,56,201,5,5,1,2
70531,0,0,1,1,0,60,2883,2,1,1,0
70532,0,0,0,2,0,61,957,3,5,3,0
70533,1,0,1,1,1,59,3691,4,4,5,0
70534,1,0,0,1,0,51,308,2,2,1,0
70535,1,0,1,1,1,56,1507,4,4,3,0
70536,0,0,0,2,0,55,696,1,4,1,10
70537,0,0,1,2,1,51,228,3,4,3,9
70538,0,0,0,2,0,43,489,1,4,1,6
70539,0,0,1,1,1,43,2402,1,2,4,0
70540,1,0,1,1,1,36,554,5,5,4,0
70541,0,0,1,1,1,49,3697,4,4,4,51
70542,0,0,1,1,1,54,448,5,5,5,0
70543,0,0,1,1,1,27,2434,5,5,5,3
70544,1,1,1,2,0,22,213,2,3,2,8
70545,0,0,0,2,0,18,327,1,5,1,0
70546,0,0,1,1,0,35,3546,2,2,3,37
70547,1,0,0,2,0,53,2419,1,3,4,0
70548,0,0,1,1,1,42,666,4,4,5,0
70549,1,0,1,1,1,56,3843,5,5,3,8
70550,0,0,1,1,1,49,3032,5,5,5,95
70551,0,0,0,2,0,63,332,4,5,4,0
70552,0,0,1,2,0,44,770,3,3,3,0
70553,1,0,1,1,1,47,3728,3,3,4,6
70554,1,0,1,1,1,33,812,5,5,4,0
70555,1,0,0,2,0,39,895,3,4,3,93
70556,0,0,0,2,0,60,868,4,3,4,0
70557,1,1,1,1,0,32,285,4,5,4,59
70558,0,0,1,1,1,48,2930,4,4,3,0
70559,0,0,0,0,0,38,946,1,4,1,105
70560,0,1,1,1,1,11,967,3,4,3,0
70561,1,0,0,2,0,30,1056,5,2,5,0
70562,1,1,1,2,0,22,1979,5,4,5,0
70563,0,0,0,2,0,30,191,3,4,3,42
70564,1,0,1,1,0,65,1580,1,1,3,14
70565,0,0,0,2,0,34,723,3,4,3,24
70566,0,0,0,2,0,42,441,3,5,3,6
70567,1,0,0,2,1,9,125,5,5,5,0
70568,1,0,1,1,1,56,1679,5,5,4,4
70569,1,0,0,2,0,31,584,5,5,2,226
70570,1,1,1,2,0,51,589,3,1,3,45
70571,0,1,1,2,0,26,337,4,4,4,0
70572,1,0,1,1,1,43,3010,4,4,5,0
70573,0,0,1,1,1,55,2480,3,3,5,110
70574,0,0,0,1,0,31,1532,5,4,5,8
70575,1,1,1,2,1,9,861,5,5,5,6
70576,0,0,1,1,1,47,3027,4,4,3,14
70577,1,0,1,1,1,22,2301,5,5,5,4
70578,0,1,1,2,0,40,100,4,3,4,0
70579,0,0,0,2,0,8,315,5,2,5,91
70580,1,0,0,2,1,67,502,3,3,4,0
70581,0,0,0,2,0,69,596,5,2,5,0
70582,1,0,0,2,0,30,2279,4,4,4,54
70583,1,0,1,1,1,47,3856,4,4,4,11
70584,0,0,1,0,1,37,948,4,4,4,0
70585,0,0,0,2,0,54,748,2,3,2,0
70586,1,0,0,2,0,10,2994,3,3,3,0
70587,0,1,1,2,0,20,391,4,4,4,29
70588,0,0,0,2,0,29,356,3,4,3,0
70589,1,0,1,1,1,18,911,2,3,2,10
70590,0,0,0,2,0,13,577,2,4,2,0
70591,1,1,1,2,0,16,2449,4,4,4,0
70592,0,0,0,2,1,24,679,1,5,1,0
70593,1,1,1,1,1,21,248,4,5,4,53
70594,0,0,1,1,1,49,2758,5,5,5,2
70595,1,0,1,1,1,24,1416,2,4,2,21
70596,0,0,1,2,0,58,2174,2,4,2,0
70597,0,1,1,2,0,23,503,3,5,1,139
70598,0,0,0,2,0,34,153,3,4,3,0
70599,0,0,1,2,1,40,1325,3,5,3,30
70600,0,0,0,1,0,47,444,4,2,5,0
70601,1,0,1,1,1,67,1488,2,2,4,21
70602,1,0,0,2,1,33,449,5,4,5,0
70603,1,0,1,1,1,49,679,3,3,4,2
70604,1,0,0,2,0,9,316,4,2,4,0
70605,0,0,1,1,1,57,442,3,3,3,0
70606,1,1,1,2,0,26,524,2,4,2,0
70607,0,0,1,1,1,46,2792,4,4,3,13
70608,0,0,1,1,0,53,3206,4,4,3,14
70609,1,0,0,0,0,22,358,1,3,1,0
70610,0,0,1,1,1,40,175,1,1,5,9
70611,0,0,1,1,1,47,631,4,4,3,30
70612,1,0,1,1,1,41,442,5,5,3,3
70613,1,0,1,1,0,56,406,3,3,1,12
70614,1,1,1,1,0,52,690,4,3,4,0
70615,1,0,0,2,0,30,1491,1,4,1,0
70616,1,0,1,1,0,47,869,4,4,4,0
70617,1,0,1,1,1,27,1811,4,5,4,39
70618,0,0,1,1,1,41,119,4,3,2,0
70619,1,0,0,2,0,65,1237,5,3,5,0
70620,0,0,1,1,1,52,1017,4,4,4,0
70621,0,0,1,1,0,80,2410,2,4,2,0
70622,0,0,1,1,0,33,819,2,3,2,18
70623,0,0,1,1,1,30,123,5,1,5,0
70624,1,1,1,1,0,21,1237,1,3,1,49
70625,0,0,0,2,0,35,1010,2,1,2,0
70626,0,0,1,1,1,34,632,4,4,4,0
70627,1,0,1,1,1,42,2303,4,4,4,1
70628,1,0,1,1,0,10,3963,3,3,3,0
70629,0,0,0,2,0,16,666,1,3,1,8
70630,1,0,1,1,1,44,481,3,3,3,0
70631,1,0,1,1,1,57,583,4,4,3,0
70632,1,0,1,1,1,42,258,4,4,3,0
70633,0,0,0,2,0,48,738,4,4,4,64
70634,1,1,1,2,0,43,86,2,4,2,37
70635,1,0,1,2,1,51,421,5,5,2,0
70636,1,1,1,1,0,34,2454,3,3,2,0
70637,0,1,1,2,1,23,888,5,5,5,0
70638,1,0,0,2,0,63,216,4,1,1,0
70639,1,1,1,0,0,32,908,3,5,3,0
70640,0,0,0,0,0,38,689,2,4,2,0
70641,0,0,1,2,1,41,302,5,1,5,9
70642,1,1,1,2,1,22,413,3,4,3,22
70643,1,0,1,1,1,58,292,5,5,5,0
70644,1,0,1,1,1,39,2542,4,4,4,113
70645,0,0,0,1,0,53,119,1,1,4,0
70646,0,0,1,1,1,26,1703,4,3,4,4
70647,1,1,1,0,0,30,912,4,4,4,0
70649,1,1,1,2,0,38,216,2,3,2,0
70650,1,0,0,2,0,19,697,3,3,3,8
70651,1,0,0,2,0,48,571,4,4,3,0
70652,1,1,1,2,0,25,351,3,3,3,0
70653,0,0,1,2,1,40,146,3,1,3,0
70654,1,0,0,2,0,58,1739,3,3,4,48
70655,0,0,1,1,1,39,3598,4,4,3,0
70656,0,0,0,2,1,49,651,3,3,3,0
70657,0,0,0,1,0,40,1726,4,4,5,0
70658,0,0,0,2,0,43,1624,5,3,5,3
70659,0,0,1,2,1,49,255,4,2,4,0
70660,1,0,1,1,0,53,546,2,2,3,24
70661,1,0,1,1,1,25,2650,5,5,5,0
70662,0,1,1,1,0,25,275,2,4,2,0
70663,0,0,1,1,1,55,1814,4,4,4,0
70664,1,0,1,1,1,44,1654,4,4,5,8
70665,1,0,1,1,0,23,3012,1,2,1,24
70666,0,0,1,1,1,9,2595,4,4,4,0
70667,0,0,1,1,1,36,2452,4,4,5,0
70668,1,0,1,1,1,52,2163,3,3,4,24
70669,1,0,0,2,0,14,140,2,1,2,39
70670,1,1,1,2,0,38,503,4,4,4,0
70671,0,0,1,1,0,50,2854,2,2,2,0
70672,1,1,1,0,0,50,101,2,2,2,0
70673,0,0,1,1,1,43,1911,5,5,5,0
70674,1,0,1,1,1,39,3964,5,5,4,0
70675,0,1,1,2,0,23,181,4,5,4,0
70676,1,0,1,1,1,48,3087,4,4,3,0
70677,1,0,1,2,0,26,602,2,3,2,26
70678,0,1,1,1,0,27,1073,4,4,4,0
70679,0,0,1,1,0,22,1658,3,3,3,10
70680,0,0,1,1,1,39,3692,5,4,5,0
70681,0,0,1,1,1,40,3500,4,4,3,0
70682,0,0,0,2,0,21,349,4,5,4,46
70683,1,0,0,2,0,45,214,4,5,3,0
70684,0,1,1,2,0,41,1416,4,3,4,0
70685,0,0,1,1,1,36,295,4,4,1,0
70686,0,0,0,2,0,49,590,3,4,3,0
70687,1,0,0,1,0,24,319,2,2,2,0
70688,1,0,1,1,1,53,2586,5,2,5,16
70689,0,0,1,1,1,39,1750,4,4,4,53
70690,0,0,1,1,0,70,3033,5,5,4,12
70691,1,0,1,1,1,38,1625,4,4,3,0
70692,0,0,1,2,0,65,262,4,3,4,48
70693,1,0,1,1,1,58,227,4,4,5,7
70694,0,0,1,2,0,48,1183,2,2,2,42
70695,0,0,0,0,0,14,1744,2,4,2,72
70696,0,0,1,1,1,41,2309,5,5,4,16
70697,0,0,0,2,0,32,222,2,4,2,9
70698,1,1,1,1,0,38,1589,2,3,2,16
70699,1,0,1,1,0,59,604,1,1,3,18
70700,1,0,1,1,1,45,423,4,4,4,0
70701,1,0,1,1,1,36,3500,4,4,2,0
70702,1,0,1,2,0,48,296,3,3,1,1
70703,1,1,1,2,0,27,1103,5,4,5,0
70704,0,0,0,0,0,14,522,5,5,5,0
70705,1,0,0,2,0,32,2405,3,2,3,0
70706,1,0,0,2,0,53,2370,2,4,5,69
70707,1,0,0,0,1,55,775,3,3,3,0
70708,1,0,1,1,1,41,3500,5,3,2,2
70709,0,0,1,1,1,49,1869,5,5,4,0
70710,0,0,1,1,1,51,1565,4,4,4,32
70711,1,0,1,1,0,40,1690,3,3,3,0
70712,0,0,1,1,1,53,1648,5,5,3,4
70713,0,1,1,1,0,35,89,3,4,3,0
70714,1,0,0,2,0,70,1371,1,1,4,3
70715,0,0,1,1,1,50,3660,4,4,3,0
70716,0,0,0,2,0,55,1189,2,4,2,37
70717,1,1,1,2,0,34,892,5,3,5,0
70718,1,1,1,2,0,38,829,4,1,4,0
70719,1,0,1,1,1,32,1804,5,4,5,0
70720,1,1,1,2,0,21,321,2,5,2,0
70721,1,0,1,1,0,69,2410,3,3,4,0
70722,1,0,0,2,0,32,650,5,4,5,1
70723,0,0,1,1,1,49,173,5,4,3,50
70724,0,0,1,1,1,66,1946,5,5,3,57
70725,0,0,1,1,0,19,1749,2,4,2,0
70726,1,0,0,2,0,65,919,3,1,1,0
70727,0,0,1,1,1,42,2154,5,5,4,2
70728,0,1,1,2,0,37,618,3,3,3,43
70729,0,1,1,1,0,35,1084,5,3,5,17
70730,0,1,1,1,0,27,547,3,3,3,28
70731,0,0,0,2,1,8,773,3,4,3,0
70732,0,1,1,2,0,23,302,3,4,3,0
70733,0,0,1,2,1,36,427,5,1,5,9
70734,1,0,1,1,0,50,678,3,3,1,31
70735,0,1,1,2,1,25,338,4,2,4,0
70736,1,0,1,2,0,23,1416,2,4,2,14
70737,1,0,1,1,1,38,2650,4,4,2,21
70738,1,0,1,2,0,35,508,2,3,2,165
70739,1,0,1,1,0,20,1782,2,3,2,2
70740,1,0,1,1,0,59,3877,1,1,4,0
70741,0,0,0,2,0,20,1299,3,4,3,0
70742,1,1,1,2,0,29,441,5,2,5,1
70743,1,0,1,1,1,71,3344,4,4,4,4
70744,0,0,1,1,1,59,2620,4,4,3,7
70745,0,0,1,2,1,35,429,5,3,5,0
70746,1,0,1,1,1,41,2072,4,4,4,26
70747,0,0,0,2,0,15,632,1,4,1,0
70748,0,1,1,2,0,22,184,2,3,2,0
70749,0,0,1,2,0,44,403,4,3,4,15
70750,0,0,0,2,0,13,577,4,4,4,17
70751,0,0,1,1,1,33,867,4,4,4,0
70752,1,0,0,2,0,56,1173,2,2,4,0
70753,1,0,1,1,1,31,760,3,5,3,0
70754,1,0,1,2,1,31,383,4,4,4,99
70755,0,1,1,1,0,30,2254,3,4,3,16
70756,1,0,1,1,1,56,692,1,1,2,136
70757,1,0,0,2,0,67,983,3,3,4,30
70758,1,0,0,2,1,29,213,2,3,2,0
70759,1,0,1,1,1,49,760,4,4,4,0
70760,0,1,1,2,0,22,277,2,4,2,0
70761,1,0,0,2,0,58,2615,4,4,2,0
70762,1,0,1,1,0,31,1564,2,4,2,14
70763,0,0,1,1,1,50,925,4,4,1,116
70764,0,0,1,1,1,44,1050,4,4,1,0
70765,1,0,1,1,1,64,2765,4,4,3,0
70766,0,0,1,1,1,49,1067,5,5,5,25
70767,1,0,1,1,1,24,1719,4,4,4,0
70768,1,0,0,2,0,33,547,4,3,4,8
70769,1,0,1,1,1,35,937,5,5,4,10
70770,0,0,0,2,0,7,1258,4,3,4,0
70771,1,1,1,2,0,26,67,5,1,5,11
70772,0,0,1,2,0,47,102,2,4,2,0
70773,0,0,0,2,0,7,641,1,4,1,0
70774,1,0,1,0,1,36,287,5,4,5,0
70775,0,0,0,2,0,18,956,1,5,1,1
70776,0,0,1,2,1,46,194,4,3,4,42
70777,1,0,1,0,0,54,2218,1,1,2,1
70778,0,0,0,2,0,63,674,1,4,1,9
70779,1,0,1,1,1,33,2676,5,5,3,0
70780,1,0,1,1,1,52,1528,5,5,4,0
70781,0,0,0,2,0,55,547,4,5,4,0
70782,0,0,1,1,1,40,3851,5,5,5,8
70783,1,0,0,2,0,50,419,1,1,1,0
70784,1,0,1,1,1,40,2806,5,5,4,0
70785,0,0,1,1,0,38,335,2,2,4,53
70786,0,0,1,1,1,51,2565,5,5,4,93
70787,1,0,0,2,0,31,868,3,1,3,0
70788,0,0,1,1,1,33,3411,5,5,5,0
70789,1,0,1,1,0,41,2842,1,1,3,1
70790,0,0,1,1,1,57,377,4,4,3,5
70791,0,0,0,2,0,28,2172,2,4,2,0
70792,1,0,0,2,0,27,633,4,5,4,34
70793,1,0,0,2,1,59,1171,2,2,4,0
70794,1,0,0,2,0,45,359,5,5,4,52
70795,1,0,0,2,1,55,1535,4,4,4,29
70796,0,0,0,2,0,16,488,1,2,1,0
70797,0,1,1,1,0,41,335,5,4,5,3
70798,0,0,0,0,0,44,762,1,4,1,0
70799,0,0,0,2,0,69,528,5,5,5,0
70800,0,0,1,1,1,41,2124,5,5,4,5
70801,0,1,1,1,1,26,980,5,4,5,0
70802,1,0,1,2,0,46,1013,4,4,1,0
70803,0,0,0,2,0,70,1521,5,5,5,59
70804,1,0,1,1,0,30,594,2,3,2,30
70805,0,0,1,2,0,64,802,4,3,4,0
70806,1,1,1,2,0,21,861,2,4,2,0
70807,1,1,1,1,0,22,689,5,2,5,0
70808,1,0,1,1,0,57,1777,3,3,3,45
70809,1,0,1,1,1,44,1860,5,5,5,0
70810,1,0,0,2,0,53,583,1,1,4,0
70811,0,0,1,1,1,48,1506,4,4,3,0
70812,1,0,1,1,0,48,2339,2,2,3,0
70813,0,0,1,1,1,25,2728,5,5,5,0
70814,1,0,1,1,1,51,2046,4,4,3,6
70815,1,0,1,1,1,21,1677,5,2,5,0
70816,1,0,0,2,0,48,283,4,4,1,9
70817,1,0,0,2,0,44,629,5,5,2,0
70818,1,0,1,1,1,61,3850,5,5,3,3
70819,1,0,1,2,1,52,282,4,4,4,0
70820,0,0,1,1,0,50,383,1,1,1,2
70821,1,0,1,2,0,47,1017,1,1,2,0
70822,1,0,1,2,1,39,262,4,1,4,0
70823,0,0,1,2,0,45,646,4,3,4,0
70824,1,1,1,1,1,25,240,3,5,3,17
70825,1,0,1,1,1,45,337,4,4,5,0
